start.date;duration.s;peak.c/s;total.counts;min energy.kev;max energy.kev
07.07.2003;108;48;15456;6;12
07.07.2003;296;56;42528;6;12
07.07.2003;184;84;52752;6;12
07.07.2003;200;18;15984;6;12
07.07.2003;468;60;96960;6;12
07.07.2003;264;32;32736;6;12
07.07.2003;784;108;195600;6;12
07.07.2003;156;42;31344;6;12
07.07.2003;668;52;90432;6;12
07.07.2003;308;18;21000;6;12
07.07.2003;580;216;172824;12;25
07.07.2003;1064;100;267216;6;12
07.07.2003;472;38;45528;6;12
07.07.2003;252;20;21168;6;12
07.07.2003;172;18;13968;6;12
07.07.2003;324;30;33432;6;12
07.07.2003;212;28;19920;6;12
07.07.2003;188;26;17688;6;12
07.07.2003;144;80;32760;6;12
07.07.2003;256;336;125448;6;12
07.07.2003;436;112;163008;6;12
07.07.2003;1504;368;1128096;12;25
07.07.2003;76;1264;208512;12;25
07.07.2003;1328;216;654096;6;12
07.07.2003;1380;304;1141824;12;25
07.07.2003;296;48;60720;6;12
07.07.2003;516;68;100296;6;12
07.07.2003;224;24;25632;6;12
07.07.2003;1172;104;319176;6;12
07.07.2003;248;40;30744;6;12
07.07.2003;224;42;27288;6;12
07.07.2003;328;352;81480;6;12
07.07.2003;200;52;24672;6;12
07.07.2003;344;30;31800;6;12
07.07.2003;320;22;27816;6;12
07.07.2003;264;30;34080;6;12
08.07.2003;552;1;841;6;12
08.07.2003;612;0;610;6;12
08.07.2003;1660;67;90350;12;25
08.07.2003;472;0;523;6;12
08.07.2003;212;0;194;6;12
08.07.2003;484;1;1547;6;12
08.07.2003;256;1;559;6;12
08.07.2003;176;0;321;6;12
08.07.2003;544;4;2772;12;25
08.07.2003;1152;128;158314;12;25
08.07.2003;1580;71;148849;25;50
08.07.2003;1248;68;178019;12;25
08.07.2003;1116;9;16965;12;25
08.07.2003;276;0;284;6;12
08.07.2003;176;0;228;6;12
08.07.2003;164;1;359;6;12
08.07.2003;380;38;45336;6;12
08.07.2003;220;16;16560;6;12
08.07.2003;400;16;27600;6;12
08.07.2003;136;30;10680;6;12
08.07.2003;164;16;10344;6;12
08.07.2003;2296;480;1639464;12;25
08.07.2003;488;1;907;6;12
08.07.2003;128;0;205;6;12
08.07.2003;364;1;1265;6;12
08.07.2003;236;1;954;6;12
08.07.2003;168;1;578;6;12
08.07.2003;2208;416;740868;12;25
08.07.2003;460;168;219312;6;12
08.07.2003;528;272;341568;6;12
08.07.2003;708;624;1283616;12;25
08.07.2003;140;336;187584;6;12
08.07.2003;432;480;327888;12;25
08.07.2003;352;48;70800;6;12
08.07.2003;184;34;29904;6;12
08.07.2003;556;136;192288;6;12
08.07.2003;280;816;641472;12;25
08.07.2003;644;624;1377600;12;25
08.07.2003;456;336;454272;6;12
08.07.2003;460;60;91104;6;12
08.07.2003;496;26;48840;6;12
08.07.2003;1340;1072;2193336;12;25
08.07.2003;576;120;139992;6;12
08.07.2003;396;22;35160;6;12
08.07.2003;152;32;16392;6;12
08.07.2003;116;20;10488;6;12
08.07.2003;404;38;66936;6;12
08.07.2003;312;40;62016;6;12
08.07.2003;496;64;74544;6;12
08.07.2003;420;176;186096;6;12
08.07.2003;344;80;86016;6;12
08.07.2003;460;26;46584;6;12
08.07.2003;244;26;23568;6;12
08.07.2003;344;784;365280;12;25
08.07.2003;1588;68;178112;12;25
08.07.2003;712;3;7021;6;12
08.07.2003;84;1;511;6;12
08.07.2003;148;0;195;6;12
08.07.2003;272;0;352;6;12
08.07.2003;660;168;468576;6;12
08.07.2003;752;136;325488;6;12
08.07.2003;1140;60;259872;6;12
08.07.2003;144;32;22464;6;12
08.07.2003;200;368;147240;6;12
08.07.2003;872;232;509856;6;12
08.07.2003;456;48;64656;6;12
08.07.2003;588;256;169032;12;25
08.07.2003;808;1072;1323864;12;25
08.07.2003;200;88;47568;6;12
08.07.2003;616;1520;1826352;12;25
08.07.2003;308;160;82440;12;25
08.07.2003;464;26;49080;6;12
08.07.2003;72;432;72696;6;12
08.07.2003;588;320;657072;6;12
08.07.2003;668;160;377280;6;12
08.07.2003;484;84;147863;3;6
08.07.2003;1536;2944;12246224;12;25
08.07.2003;740;3251;10708644;12;25
09.07.2003;264;120;137664;6;12
09.07.2003;704;184;438048;12;25
09.07.2003;948;100;341088;6;12
09.07.2003;1816;336;988224;12;25
09.07.2003;568;76;101808;6;12
09.07.2003;2176;224;1353384;6;12
09.07.2003;232;64;69504;6;12
09.07.2003;760;80;264720;6;12
09.07.2003;1132;136;424104;6;12
09.07.2003;888;34;101760;6;12
09.07.2003;868;44;108864;6;12
09.07.2003;444;26;43176;6;12
09.07.2003;504;32;50568;6;12
09.07.2003;916;64;138528;6;12
09.07.2003;1264;224;564192;12;25
09.07.2003;1028;60;244992;6;12
09.07.2003;1060;88;202896;6;12
09.07.2003;548;48;77328;6;12
09.07.2003;168;24;17376;6;12
09.07.2003;688;136;197448;12;25
09.07.2003;360;32;46104;6;12
09.07.2003;724;336;301632;6;12
09.07.2003;632;24;55080;6;12
09.07.2003;416;22;31800;6;12
09.07.2003;172;30;25080;6;12
09.07.2003;148;24;17376;6;12
09.07.2003;516;80;75096;6;12
09.07.2003;812;160;508512;6;12
09.07.2003;476;160;345456;6;12
09.07.2003;484;336;461808;6;12
09.07.2003;1016;1904;6187320;12;25
09.07.2003;1388;3696;18481224;12;25
09.07.2003;596;112;314208;6;12
09.07.2003;368;72;129360;6;12
09.07.2003;200;64;55152;6;12
09.07.2003;1080;1584;2939928;12;25
09.07.2003;472;304;421056;6;12
09.07.2003;632;152;284856;6;12
09.07.2003;1212;3440;8373432;12;25
09.07.2003;724;2288;4173696;12;25
09.07.2003;320;88;104112;6;12
09.07.2003;240;76;66768;6;12
09.07.2003;2364;224;995012;12;25
09.07.2003;364;1;646;6;12
09.07.2003;208;0;274;6;12
09.07.2003;176;720;399216;12;25
09.07.2003;456;976;1269216;12;25
09.07.2003;604;240;375456;6;12
09.07.2003;364;84;109632;6;12
09.07.2003;228;72;56064;6;12
09.07.2003;296;76;76896;6;12
09.07.2003;544;416;371808;12;25
09.07.2003;372;1264;1050576;12;25
09.07.2003;856;120;128936;12;25
09.07.2003;1008;5;9747;12;25
09.07.2003;868;40;84898;12;25
09.07.2003;228;104;63625;12;25
09.07.2003;296;480;285914;12;25
09.07.2003;880;1136;2446104;12;25
09.07.2003;1004;216;466032;6;12
09.07.2003;484;48;111792;6;12
09.07.2003;676;1840;1564992;12;25
09.07.2003;288;6128;5063424;3;6
09.07.2003;396;6128;9422256;12;25
09.07.2003;456;2800;3981504;12;25
09.07.2003;2280;2032;10345646;12;25
09.07.2003;444;183;193701;6;12
09.07.2003;448;54;123019;6;12
09.07.2003;784;788;888243;12;25
10.07.2003;160;0;258;6;12
10.07.2003;2784;72;246858;12;25
10.07.2003;684;1;2034;6;12
10.07.2003;496;1;1151;6;12
10.07.2003;668;168;214944;6;12
10.07.2003;1684;2928;8611128;12;25
10.07.2003;1368;528;924192;12;25
10.07.2003;684;13;19114;12;25
10.07.2003;1236;5;14070;12;25
10.07.2003;388;0;708;6;12
10.07.2003;2136;20;55677;12;25
10.07.2003;1272;168;462312;6;12
10.07.2003;484;368;476304;12;25
10.07.2003;492;152;287040;6;12
10.07.2003;1980;592;1801344;12;25
10.07.2003;180;20;14064;6;12
10.07.2003;1108;752;1342008;12;25
10.07.2003;592;46;106368;6;12
10.07.2003;1204;144;477720;6;12
10.07.2003;648;304;494256;12;25
10.07.2003;436;352;296760;6;12
10.07.2003;200;12;9720;6;12
10.07.2003;548;80;133032;6;12
10.07.2003;984;80;200904;6;12
10.07.2003;412;42;38496;6;12
10.07.2003;192;24;18024;6;12
10.07.2003;324;40;48576;6;12
10.07.2003;536;10;22344;6;12
10.07.2003;312;13;14184;6;12
10.07.2003;264;24;21072;6;12
10.07.2003;128;22;14304;6;12
10.07.2003;364;46;57672;6;12
10.07.2003;588;226;297705;6;12
10.07.2003;220;134;73204;6;12
10.07.2003;716;232;216984;6;12
10.07.2003;352;28;34560;6;12
10.07.2003;788;184;375888;6;12
10.07.2003;272;9;9891;6;12
10.07.2003;200;10;7890;6;12
10.07.2003;180;10;6746;6;12
10.07.2003;312;15;14853;6;12
10.07.2003;1080;1517;2525193;50;100
10.07.2003;1320;88;260184;6;12
10.07.2003;452;16;29112;6;12
10.07.2003;136;15;8640;6;12
10.07.2003;656;96;189936;12;25
10.07.2003;528;1136;1098240;12;25
10.07.2003;520;112;236976;6;12
10.07.2003;400;128;160800;6;12
10.07.2003;864;64;177244;6;12
10.07.2003;540;16;29064;6;12
10.07.2003;292;13;13944;6;12
10.07.2003;1064;128;212832;6;12
10.07.2003;420;24;33288;6;12
10.07.2003;60;13;3168;6;12
10.07.2003;1344;120;324912;6;12
10.07.2003;1504;144;298200;6;12
10.07.2003;256;16;14784;6;12
10.07.2003;968;128;282720;6;12
10.07.2003;1028;108;346752;6;12
10.07.2003;616;46;78408;6;12
10.07.2003;488;480;224208;12;25
10.07.2003;424;120;60360;6;12
10.07.2003;1036;64;106536;6;12
10.07.2003;800;46;90912;6;12
10.07.2003;692;56;137568;6;12
10.07.2003;404;32;38448;6;12
10.07.2003;308;18;19200;6;12
10.07.2003;1136;352;401707;12;25
11.07.2003;160;42;12264;6;12
11.07.2003;624;64;125808;6;12
11.07.2003;172;10;8016;6;12
11.07.2003;564;40;36432;6;12
11.07.2003;816;11;29808;6;12
11.07.2003;648;24;41880;6;12
11.07.2003;588;14;25560;6;12
11.07.2003;1044;20;67608;6;12
11.07.2003;332;11;15816;6;12
11.07.2003;380;18;18696;6;12
11.07.2003;496;18;21624;6;12
11.07.2003;1596;752;1541472;12;25
11.07.2003;396;320;290064;12;25
11.07.2003;772;84;215568;6;12
11.07.2003;532;33;54504;6;12
11.07.2003;464;24;37152;6;12
11.07.2003;1164;57;190044;6;12
11.07.2003;392;30;49824;6;12
11.07.2003;1384;51;271354;12;25
11.07.2003;536;38;87637;6;12
11.07.2003;1872;24;76344;6;12
11.07.2003;676;120;277944;6;12
11.07.2003;232;68;79152;6;12
11.07.2003;384;34;51600;6;12
11.07.2003;904;16;58968;6;12
11.07.2003;684;22;36960;6;12
11.07.2003;344;48;28728;6;12
11.07.2003;688;18;32688;6;12
11.07.2003;736;11;31920;6;12
11.07.2003;1100;76;174978;6;12
11.07.2003;964;56;126336;6;12
11.07.2003;228;14;9960;6;12
11.07.2003;1148;320;522840;6;12
11.07.2003;180;16;11592;6;12
11.07.2003;52;9;2352;6;12
11.07.2003;220;15;10824;6;12
11.07.2003;612;24;32184;6;12
11.07.2003;84;8;2712;6;12
11.07.2003;352;12;16296;6;12
11.07.2003;264;16;17352;6;12
11.07.2003;84;18;6864;6;12
11.07.2003;808;160;176256;6;12
11.07.2003;376;52;36552;6;12
11.07.2003;272;11;9936;6;12
11.07.2003;196;19;11370;6;12
11.07.2003;468;65;54930;6;12
11.07.2003;400;11;10968;6;12
11.07.2003;1864;56;221712;6;12
11.07.2003;1440;56;226080;6;12
12.07.2003;532;40;100200;6;12
12.07.2003;1180;68;256944;6;12
12.07.2003;1040;52;155952;6;12
12.07.2003;616;18;44952;6;12
12.07.2003;956;13;54264;6;12
12.07.2003;696;24;48960;6;12
12.07.2003;2728;22;52576;12;25
12.07.2003;608;2;4496;6;12
12.07.2003;940;1;2428;6;12
12.07.2003;680;15;25032;6;12
12.07.2003;148;8;4272;6;12
12.07.2003;436;10;15336;6;12
12.07.2003;496;10;17688;6;12
12.07.2003;420;8;11856;6;12
12.07.2003;612;200;350232;12;25
12.07.2003;800;3;5041;6;12
12.07.2003;948;2;4094;6;12
12.07.2003;548;0;884;6;12
12.07.2003;1048;5;6986;6;12
12.07.2003;868;19;21120;12;25
12.07.2003;640;38;51000;6;12
12.07.2003;1228;32;58536;6;12
12.07.2003;336;14;14640;6;12
12.07.2003;140;30;12576;6;12
12.07.2003;552;36;46536;6;12
12.07.2003;176;9;8088;6;12
12.07.2003;704;22;50616;6;12
12.07.2003;664;88;126816;6;12
12.07.2003;844;68;137664;6;12
12.07.2003;296;30;41184;6;12
12.07.2003;508;28;57744;6;12
12.07.2003;1056;48;137088;6;12
12.07.2003;924;36;81720;6;12
12.07.2003;376;80;62256;6;12
12.07.2003;1248;112;280200;6;12
12.07.2003;576;56;64584;6;12
12.07.2003;700;448;283248;12;25
12.07.2003;448;72;70080;6;12
12.07.2003;516;976;952854;12;25
12.07.2003;456;62;90034;6;12
12.07.2003;644;34;62112;6;12
12.07.2003;504;11;16968;6;12
12.07.2003;580;92;58248;6;12
12.07.2003;540;184;341592;6;12
12.07.2003;228;10;9120;6;12
12.07.2003;236;12;11136;6;12
12.07.2003;348;34;31608;6;12
12.07.2003;996;32;85584;6;12
12.07.2003;808;0;517;6;12
12.07.2003;352;0;108;6;12
12.07.2003;192;0;86;6;12
12.07.2003;452;0;376;6;12
12.07.2003;580;11;17927;12;25
12.07.2003;300;3;2486;12;25
12.07.2003;136;1;123;6;12
12.07.2003;432;0;295;6;12
12.07.2003;428;1;387;6;12
12.07.2003;236;0;164;6;12
12.07.2003;232;0;192;6;12
12.07.2003;952;38;54479;12;25
12.07.2003;216;11;6982;6;12
12.07.2003;96;8;2328;6;12
12.07.2003;200;6;4128;6;12
12.07.2003;264;6;6480;6;12
12.07.2003;64;14;3192;6;12
12.07.2003;124;12;6552;6;12
12.07.2003;104;6;2568;6;12
12.07.2003;212;13;10440;6;12
12.07.2003;492;44;57192;6;12
12.07.2003;172;36;17736;6;12
12.07.2003;280;16;11640;6;12
12.07.2003;492;10;14808;6;12
12.07.2003;660;16;26664;6;12
12.07.2003;100;18;4344;6;12
13.07.2003;196;20;13728;6;12
13.07.2003;764;15;34680;6;12
13.07.2003;3644;128;722400;6;12
13.07.2003;1204;10;37800;6;12
13.07.2003;1356;68;154224;6;12
13.07.2003;428;8;8160;6;12
13.07.2003;344;12;10536;6;12
13.07.2003;168;15;6096;6;12
13.07.2003;88;7;2736;6;12
13.07.2003;708;60;69221;6;12
13.07.2003;356;15;16908;6;12
13.07.2003;548;128;96699;6;12
13.07.2003;308;7;6672;6;12
13.07.2003;532;14;18000;6;12
13.07.2003;252;6;5112;6;12
13.07.2003;112;9;3864;6;12
13.07.2003;500;13;23568;6;12
13.07.2003;864;272;276096;12;25
13.07.2003;320;12;15648;6;12
13.07.2003;288;108;56928;6;12
13.07.2003;312;12;16464;6;12
13.07.2003;148;16;10056;6;12
13.07.2003;216;26;24384;6;12
13.07.2003;688;24;46848;6;12
13.07.2003;240;7;6744;6;12
13.07.2003;248;7;6288;6;12
13.07.2003;144;7;3576;6;12
13.07.2003;456;32;26784;6;12
13.07.2003;628;9;20160;6;12
13.07.2003;136;7;3792;6;12
13.07.2003;140;28;15816;6;12
13.07.2003;728;168;140904;12;25
13.07.2003;240;12;11808;6;12
13.07.2003;168;9;5352;6;12
13.07.2003;416;14;12264;6;12
13.07.2003;116;10;5616;6;12
13.07.2003;532;80;75336;6;12
13.07.2003;76;20;5280;6;12
13.07.2003;504;56;60720;6;12
13.07.2003;168;15;8664;6;12
13.07.2003;356;11;14208;6;12
13.07.2003;404;18;18120;6;12
13.07.2003;532;10;16512;6;12
13.07.2003;632;720;400572;25;50
13.07.2003;404;204;129420;6;12
13.07.2003;580;42;44400;6;12
13.07.2003;1004;16;57480;6;12
13.07.2003;696;320;272016;12;25
13.07.2003;364;320;228744;12;25
13.07.2003;496;176;219504;6;12
13.07.2003;740;46;73656;6;12
13.07.2003;488;72;44976;6;12
13.07.2003;1392;30;34754;12;25
13.07.2003;200;0;70;6;12
13.07.2003;576;0;214;6;12
13.07.2003;1960;4;8973;12;25
14.07.2003;208;0;74;6;12
14.07.2003;4088;57;213482;12;25
14.07.2003;1812;272;835584;6;12
14.07.2003;652;18;26760;6;12
14.07.2003;848;11;28368;6;12
14.07.2003;276;6;6744;6;12
14.07.2003;316;16;15576;6;12
14.07.2003;332;42;40440;6;12
14.07.2003;1120;168;304920;6;12
14.07.2003;1316;100;292200;6;12
14.07.2003;268;9;8928;6;12
14.07.2003;248;8;5880;6;12
14.07.2003;424;26;25296;6;12
14.07.2003;388;30;28368;6;12
14.07.2003;96;22;5280;6;12
14.07.2003;200;22;18144;6;12
14.07.2003;948;152;205728;6;12
14.07.2003;452;8;14760;6;12
14.07.2003;308;6;8400;6;12
14.07.2003;448;18;22968;6;12
14.07.2003;772;20;48978;6;12
14.07.2003;568;127;121888;6;12
14.07.2003;464;216;200712;12;25
14.07.2003;760;38;63984;6;12
14.07.2003;540;96;98664;6;12
14.07.2003;392;26;15600;6;12
14.07.2003;872;56;83352;6;12
14.07.2003;884;24;56448;6;12
14.07.2003;540;24;46080;6;12
14.07.2003;224;18;15216;6;12
14.07.2003;328;18;22368;6;12
14.07.2003;428;18;25872;6;12
14.07.2003;524;11;19224;6;12
14.07.2003;268;14;14232;6;12
14.07.2003;72;8;2856;6;12
14.07.2003;424;84;51528;12;25
14.07.2003;112;18;4656;6;12
14.07.2003;124;11;6864;6;12
14.07.2003;1144;63;218124;6;12
14.07.2003;80;15;5004;6;12
14.07.2003;96;24;10404;6;12
14.07.2003;296;17;16632;6;12
14.07.2003;120;10;5477;6;12
14.07.2003;1436;45;132720;6;12
14.07.2003;848;146;157450;6;12
15.07.2003;936;48;124757;6;12
15.07.2003;344;48;38885;6;12
15.07.2003;588;64;82848;6;12
15.07.2003;1184;720;625147;6;12
15.07.2003;1060;1704;2492316;12;25
15.07.2003;256;36;17100;6;12
15.07.2003;528;672;487224;6;12
15.07.2003;684;4;2574;6;12
15.07.2003;480;1;1126;6;12
15.07.2003;516;1;828;6;12
15.07.2003;1476;20;21856;12;25
15.07.2003;400;0;457;6;12
15.07.2003;1172;176;330912;6;12
15.07.2003;992;70;97582;6;12
15.07.2003;168;28;19848;6;12
15.07.2003;788;36;85436;6;12
15.07.2003;476;11;17634;6;12
15.07.2003;472;9;16267;6;12
15.07.2003;224;13;11400;6;12
15.07.2003;332;56;48240;6;12
15.07.2003;700;36;60384;6;12
15.07.2003;428;15;24888;6;12
15.07.2003;320;12;17184;6;12
15.07.2003;648;9;22824;6;12
15.07.2003;560;8;17232;6;12
15.07.2003;536;24;29640;6;12
15.07.2003;396;38;37104;6;12
15.07.2003;92;24;6360;6;12
15.07.2003;168;24;14472;6;12
15.07.2003;172;20;12864;6;12
15.07.2003;308;30;26496;6;12
15.07.2003;320;26;21672;6;12
15.07.2003;372;22;26976;6;12
15.07.2003;604;13;24486;6;12
15.07.2003;544;14;23568;6;12
16.07.2003;596;7;18432;6;12
16.07.2003;280;20;14640;6;12
16.07.2003;292;7;7536;6;12
16.07.2003;116;7;3528;6;12
16.07.2003;868;20;58512;6;12
16.07.2003;208;9;6936;6;12
16.07.2003;548;20;27072;6;12
16.07.2003;180;7;4392;6;12
16.07.2003;176;15;8424;6;12
16.07.2003;220;11;10224;6;12
16.07.2003;144;28;18864;6;12
16.07.2003;836;30;68424;6;12
16.07.2003;148;11;6504;6;12
16.07.2003;248;34;27312;6;12
16.07.2003;324;18;26160;6;12
16.07.2003;628;13;31512;6;12
16.07.2003;184;11;7536;6;12
16.07.2003;180;44;27096;6;12
16.07.2003;176;15;12960;6;12
16.07.2003;704;208;325392;6;12
16.07.2003;208;56;45888;6;12
16.07.2003;1220;136;369144;6;12
16.07.2003;580;9;17424;6;12
16.07.2003;88;8;3312;6;12
16.07.2003;1308;688;1758432;12;25
16.07.2003;236;10;8760;6;12
16.07.2003;188;15;5760;6;12
16.07.2003;348;26;15024;6;12
16.07.2003;124;18;10896;6;12
16.07.2003;176;8;6168;6;12
16.07.2003;188;9;7512;6;12
16.07.2003;1280;88;276768;6;12
16.07.2003;388;28;33480;6;12
17.07.2003;240;18;17358;6;12
17.07.2003;548;57;46241;6;12
17.07.2003;680;19;40877;6;12
17.07.2003;2960;346;2093216;6;12
17.07.2003;416;68;98904;6;12
17.07.2003;1024;20;61536;6;12
17.07.2003;156;8;5856;6;12
17.07.2003;528;32;37824;6;12
17.07.2003;416;24;34752;6;12
17.07.2003;680;80;205056;6;12
17.07.2003;420;92;113712;12;25
17.07.2003;204;52;50592;6;12
17.07.2003;452;48;84144;6;12
17.07.2003;580;100;157344;6;12
17.07.2003;188;5;2396;6;12
17.07.2003;324;2;3224;6;12
17.07.2003;1464;784;823836;100;300
17.07.2003;44;8;1806;6;12
17.07.2003;452;14;26020;12;25
17.07.2003;188;11;9387;6;12
17.07.2003;192;14;11150;6;12
17.07.2003;244;15;15858;6;12
17.07.2003;372;33;39246;6;12
17.07.2003;164;52;21864;6;12
17.07.2003;204;18;13392;6;12
17.07.2003;92;40;9624;6;12
17.07.2003;148;24;9432;6;12
17.07.2003;308;46;30432;6;12
17.07.2003;156;11;7080;6;12
17.07.2003;344;72;68712;6;12
17.07.2003;268;24;24216;6;12
17.07.2003;260;32;27912;6;12
17.07.2003;280;56;49680;6;12
17.07.2003;844;192;574656;6;12
17.07.2003;248;84;71016;6;12
17.07.2003;496;108;175440;12;25
17.07.2003;208;60;59088;6;12
17.07.2003;416;200;293064;6;12
17.07.2003;1160;85;174794;12;25
17.07.2003;260;1;933;6;12
17.07.2003;324;10;8260;12;25
17.07.2003;808;18;15779;12;25
17.07.2003;108;1;386;6;12
17.07.2003;772;104;123042;12;25
17.07.2003;612;14;35293;12;25
17.07.2003;1776;176;173375;12;25
17.07.2003;108;1;279;6;12
17.07.2003;248;1;591;6;12
17.07.2003;120;0;263;6;12
17.07.2003;952;1008;937584;6;12
17.07.2003;964;40;87000;6;12
17.07.2003;172;64;20064;6;12
17.07.2003;236;34;20688;6;12
17.07.2003;356;42;29400;6;12
17.07.2003;164;22;11976;6;12
17.07.2003;336;32;19248;6;12
17.07.2003;344;120;113136;6;12
17.07.2003;988;224;289032;6;12
17.07.2003;484;256;259752;6;12
17.07.2003;336;4;3203;6;12
17.07.2003;1056;9;10630;12;25
17.07.2003;2508;120;314538;12;25
18.07.2003;724;25;57083;6;12
18.07.2003;968;52;162943;6;12
18.07.2003;460;17;29131;6;12
18.07.2003;492;15;18203;6;12
18.07.2003;960;491;379236;6;12
18.07.2003;556;96;104232;6;12
18.07.2003;680;272;309504;6;12
18.07.2003;664;68;89424;6;12
18.07.2003;140;18;10800;6;12
18.07.2003;208;26;21552;6;12
18.07.2003;284;24;28848;6;12
18.07.2003;220;80;32808;6;12
18.07.2003;532;656;632640;6;12
18.07.2003;556;288;282864;6;12
18.07.2003;184;32;21960;6;12
18.07.2003;540;152;148992;6;12
18.07.2003;288;38;33960;6;12
18.07.2003;212;26;19488;6;12
18.07.2003;528;80;115488;6;12
18.07.2003;212;48;34800;6;12
18.07.2003;676;304;276864;6;12
18.07.2003;464;26;41400;6;12
18.07.2003;216;52;47952;6;12
18.07.2003;344;176;143520;6;12
18.07.2003;256;60;56832;6;12
18.07.2003;432;320;343392;12;25
18.07.2003;452;136;183024;6;12
18.07.2003;296;120;143280;6;12
18.07.2003;104;52;14088;6;12
18.07.2003;192;26;18672;6;12
18.07.2003;128;29;15163;6;12
18.07.2003;552;560;486384;6;12
18.07.2003;280;44;54528;6;12
18.07.2003;196;38;34512;6;12
18.07.2003;352;52;72624;6;12
18.07.2003;468;120;203040;6;12
18.07.2003;448;752;697752;12;25
18.07.2003;872;144;266760;6;12
18.07.2003;212;44;38736;6;12
18.07.2003;340;160;138096;12;25
18.07.2003;668;120;160344;6;12
18.07.2003;384;48;83568;6;12
18.07.2003;716;68;173280;6;12
18.07.2003;744;36;63840;6;12
18.07.2003;1200;912;970968;12;25
18.07.2003;584;34;64368;6;12
18.07.2003;224;28;30768;6;12
18.07.2003;536;44;80136;6;12
18.07.2003;572;32;77184;6;12
18.07.2003;336;24;37392;6;12
18.07.2003;148;48;28536;6;12
18.07.2003;1136;160;271296;12;25
18.07.2003;900;112;115344;6;12
18.07.2003;1036;592;477792;12;25
18.07.2003;108;16;7152;6;12
18.07.2003;796;120;258816;6;12
18.07.2003;1464;432;1070160;12;25
18.07.2003;1148;1392;3651432;12;25
18.07.2003;400;1456;840456;12;25
18.07.2003;708;60;115584;6;12
18.07.2003;412;48;58368;6;12
18.07.2003;496;64;100032;6;12
18.07.2003;416;26;35064;6;12
19.07.2003;256;26;24240;6;12
19.07.2003;480;30;50760;6;12
19.07.2003;128;18;11208;6;12
19.07.2003;2240;1176;3117179;6;12
19.07.2003;1044;496;956161;6;12
19.07.2003;276;44;45840;6;12
19.07.2003;172;46;32256;6;12
19.07.2003;492;104;164304;6;12
19.07.2003;500;176;196896;6;12
19.07.2003;244;64;60847;6;12
19.07.2003;1400;253;845269;6;12
19.07.2003;292;42;58080;6;12
19.07.2003;364;52;74976;6;12
19.07.2003;52;84;22752;6;12
19.07.2003;136;34;25536;6;12
19.07.2003;192;64;49248;6;12
19.07.2003;412;38;54864;6;12
19.07.2003;1060;136;246960;6;12
19.07.2003;80;26;8808;6;12
19.07.2003;356;256;176712;12;25
19.07.2003;988;336;224779;12;25
19.07.2003;256;1;690;6;12
19.07.2003;212;34;29520;6;12
19.07.2003;900;1008;1689984;3;6
19.07.2003;472;52;102936;6;12
19.07.2003;56;34;8784;6;12
19.07.2003;372;120;102408;6;12
19.07.2003;92;24;10416;6;12
19.07.2003;600;168;241211;3;6
19.07.2003;288;272;117888;6;12
19.07.2003;232;28;26808;6;12
19.07.2003;444;144;138648;6;12
19.07.2003;500;1008;1027056;12;25
19.07.2003;228;160;146928;6;12
19.07.2003;844;528;597480;12;25
19.07.2003;144;84;43728;6;12
19.07.2003;136;60;28656;6;12
19.07.2003;300;176;109320;6;12
19.07.2003;68;24;7536;6;12
19.07.2003;212;80;66960;3;6
19.07.2003;496;80;115248;6;12
19.07.2003;420;384;168528;12;25
19.07.2003;148;38;21168;6;12
19.07.2003;648;160;304992;6;12
19.07.2003;420;112;109224;6;12
19.07.2003;128;24;15504;6;12
19.07.2003;260;68;56160;6;12
19.07.2003;928;384;622992;6;12
19.07.2003;512;52;85056;6;12
19.07.2003;1096;1200;1080768;12;25
19.07.2003;544;136;150006;12;25
19.07.2003;516;15;17109;12;25
19.07.2003;636;4;8058;6;12
19.07.2003;1180;9;39130;3;6
19.07.2003;776;11;28497;3;6
19.07.2003;2928;80;177255;6;12
19.07.2003;528;3;4260;6;12
19.07.2003;316;64;69600;6;12
19.07.2003;216;56;40080;6;12
19.07.2003;1300;1392;3810450;12;25
20.07.2003;368;257;207460;6;12
20.07.2003;196;64;46368;6;12
20.07.2003;564;848;580224;12;25
20.07.2003;368;70;49326;3;6
20.07.2003;1824;144;325882;3;6
20.07.2003;652;2;3569;6;12
20.07.2003;312;84;85344;3;6
20.07.2003;1412;256;1165488;3;6
20.07.2003;1108;976;2252016;6;12
20.07.2003;360;352;343968;6;12
20.07.2003;652;84;144240;3;6
20.07.2003;644;976;1120776;3;6
20.07.2003;196;46;33768;6;12
20.07.2003;592;60;104160;6;12
20.07.2003;764;192;363864;6;12
20.07.2003;688;1264;1375392;12;25
20.07.2003;500;848;846624;12;25
20.07.2003;468;352;277296;12;25
20.07.2003;376;368;303840;12;25
20.07.2003;196;80;69096;6;12
20.07.2003;1120;72;201845;3;6
20.07.2003;252;40;30532;12;25
20.07.2003;720;92;127899;12;25
20.07.2003;392;12;13697;3;6
20.07.2003;252;6;6144;3;6
20.07.2003;360;10;10966;6;12
20.07.2003;868;130;216956;12;25
20.07.2003;396;53;47547;12;25
20.07.2003;220;144;127680;6;12
20.07.2003;980;304;584520;12;25
20.07.2003;576;64;90840;12;25
20.07.2003;240;1200;879816;12;25
20.07.2003;392;560;721608;6;12
20.07.2003;552;944;1310784;3;6
20.07.2003;316;200;228864;6;12
20.07.2003;468;120;198672;6;12
20.07.2003;596;168;265872;6;12
20.07.2003;264;14;16826;6;12
